Comments,Year,ID Number,Name,Name UD,Illustration,CEFR level,Definition in Russian,Definition in English,Definition in Norwegian,Example 1,Example 2,Example 3,Example 4,Example 5,Morphology,Synt. function of construction,Synt. function of anchor,Synt. structure of anchor,Part of speech of anchor,SemType1,SemSubType1,SemType2,SemSubType2,SemType3,SemSubType3,SemType4,SemSubType4,Semantic role,Communicative type (only for Clause and Biclausal),Usage label,Anchor words,Common fillers,Comment,STRUCTURE in UD,Actionality,Actuality,Additive,Addressee,Apprehension,Assessment,Attitude,Calculation,Caritive,Causation,Cause,Comitative,Comparison,Condition,Concession,Consequence,Degree of accuracy,Degree of intensity,Discourse structure,Epistemic modality (Degree of certainty),Exceptive,Exclusive,Inclusive,Instrument,Manner,Measure,Mirative,Non-existence,Non-Standard Subject,Options,Phase of action,Pluractionality,Possession,Prohibition,Purpose,Quantification,Reaction to the previous discourse,Request,Result,Root modality,Routine,Salient property,Source of information,Source of opinion,Spatial expression,Subset,Taxis,Temporal expression,Temporary characteristics,Timeline,Threat,Volition
,,2098,сам NP,сам NP,Премьеру балета посетила сама королева.,,,,,,,,,,,,,,,Discourse structure,Emphasis,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,Emphasis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2099,"PronInt, как не XP, VP","PronInt, как не XP, VP","Кому, как не тебе, понимать детскую психологию?",,,,,,,,,,,,,,,Discourse structure,Emphasis,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,Emphasis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2100,Cl? - PronPers-3 самый,Cl? - PronPers-3 самый,"Это был Белов, из журнала ""Новый мир""? – Он самый.",,,,,,,,,,,,,,,Discourse structure,Emphasis,Reaction to the previous discourse,Agreement,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,Emphasis,,,,,,,,,,,,,,,,,,Agreement,,,,,,,,,,,,,,,
,,2101,"Cl, NP же VP","Cl, NP же VP","Петя и Таня ушли, Маша же осталась нас поддержать.",,,,,,,,,,,,,,,Comparison,Contrast,Discourse structure,Emphasis,,,,,,,Colloquial,,,,,,,,,,,,,,,,,Contrast,,,,,,Emphasis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2102,"правда, Cl, но Cl","правда, Cl, но Cl","Он человек, правда, не деловой, но честный.",,,,,,,,,,,,,,,Comparison,Contrast,Concession,Limitation,,,,,,,NA,,,,,,,,,,,,,,,,,Contrast,,Limitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2103,Что с PronPers-Ins (будешь) делать!,Что с PronPers-Ins (будешь) делать!,Опять ты весь грязный! Что с тобой делать!,,,,,,,,,,,Clause,,,,Attitude,Acceptance of the situation,,,,,,,,Exclamatory,Colloquial,,,,,,,,,,,Acceptance of the situation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2105,NP-Ins (тут/там) и не пахнуть,NP-Ins (тут/там) и не пахнуть,Наукой тут и не пахнет.,,,,,,,,,,,Clause,,Clause,,Non-existence,Absence,Assessment,Negative,,,,,,Assertive,Colloquial,,,,,,,,,,Negative,,,,,,,,,,,,,,,,,,,,,,Absence,,,,,,,,,,,,,,,,,,,,,,,,
,,2106,VP (NP-Acc) с нуля,VP (NP-Acc) с нуля,Катя построила бизнес с нуля.,,,,,,,,,,,,,,,Non-existence,Absence,Temporary characteristics,Transformation,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Absence,,,,,,,,,,,,,,,,,,,,,Transformation,,,
,,2107,VP к лучшему/к худшему,VP к лучшему/к худшему,После войны жизнь изменилась к лучшему.,,,,,,,,,,,,,,,Temporary characteristics,Transformation,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transformation,,,
,,2108,NP-Nom принять Adj оборот,NP-Nom принять Adj оборот,Дело приняло неожиданный оборот.,,,,,,,,,,,,,,,Temporary characteristics,Transformation,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transformation,,,
,,2109,VP с ног на голову,VP с ног на голову,Ситуация перевернулась с ног на голову. ,,,,,,,,,,,,,,,Temporary characteristics,Transformation,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transformation,,,
,,2110,"не страшно/ничего, если Cl?","не страшно/ничего, если Cl?","Не страшно, если я закурю?",,,,,,,,,,,,,,,Permission,,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permission,,,,,,,,,,,,
,,2111,"NP-Nom Cop не против, если VP-Fut?","NP-Nom Cop не против, если VP-Fut?","Ты не против, если я зайду в магазин?",,,,,,,,,,,,,,,Permission,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permission,,,,,,,,,,,,
,,2112,VP вместо NP-Gen,VP вместо NP-Gen,Маша пришла вместо сестры.,,,,,,,,,,,,,,,Non-standard subject,Subject substitution,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject substitution,,,,,,,,,,,,,,,,,,,,,,,
,,2113,NP-Nom Cop/оставаться за NP-Acc,NP-Nom Cop/оставаться за NP-Acc,Петя был за старшего.,,,,,,,,,,,,,,,Non-standard subject,Subject substitution,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject substitution,,,,,,,,,,,,,,,,,,,,,,,
,,2114,у NP-Gen Aux PtcpPass/Cop Pred,у NP-Gen Aux PartPass/Cop Praedic,У меня всё сделано.,,,,,,,,,,,,,,,Non-standard subject,Non-standard subject marking,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-standard subject marking,,,,,,,,,,,,,,,,,,,,,,,
,,2115,VP от лица NP-Gen,VP от лица NP-Gen,Депутат выступил от лица всей партии.,,,,,,,,,,,,,,,Non-standard subject,Subject substitution,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject substitution,,,,,,,,,,,,,,,,,,,,,,,
,,2116,NP/VP со стороны NP-Gen,NP/VP со стороны NP-Gen,Имеются в виду замечания со стороны лингвистов.,,,,,,,,,,,,,,,Non-standard subject,Non-standard subject marking,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-standard subject marking,,,,,,,,,,,,,,,,,,,,,,,
,,2117,(NP-Dat) Cop нужный-Short/необходимый-Short NP-Nom,(NP-Dat) Cop нужный-Short/необходимый-Short NP-Nom,Мне нужна ваша поддержка.,,,,,,,,,,,,,,,Root modality,Necessity: Internal,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necessity: Internal,,,,,,,,,,,,
,,2118,NP-Nom должный-Short/обязанный-Short Cop VP-Inf,NP-Nom должный-Short/обязанный-Short Cop VP-Inf,Михаил должен перевести книгу к марту.,,,,,,,,,,,,,,,Root modality,Necessity: External,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necessity: External,,,,,,,,,,,,
,,2119,(NP-Dat) следует/следовало VP-Inf,(NP-Dat) следует/следовало VP-Inf,При проезде в метро следует соблюдать порядок.,,,,,,,,,,,,,,,Root modality,Necessity: External,,,,,,,,,Formal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necessity: External,,,,,,,,,,,,
,,2120,NP-Dat (ещё) Cop VP-Inf,NP-Dat (ещё) Cop VP-Inf,Мне ещё с собакой гулять.,,,,,,,,,,,,,,,Root modality,Necessity: Internal,Timeline,Future,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necessity: Internal,,,,,,,,,,Future,,
,,2121,"(NP-Dat) нужно Cop, чтобы Cl","(NP-Dat) нужно Cop, чтобы Cl","Нужно, чтобы на столе была чистая скатерть.",,,,,,,,,,,,,,,Root modality,Necessity: External,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necessity: External,,,,,,,,,,,,
,,2122,"Cl, a VP-Inf NP-Dat!","Cl, a VP-Inf NP-Dat!","Вы гостей позвали, а принимать их мне.",,,,,,,,,,,,,,,Root modality,Necessity: External,Comparison,Contrast,Attitude,Dissatisfaction,,,,,NA,,,,,,,,,,,Dissatisfaction,,,,,,Contrast,,,,,,,,,,,,,,,,,,,,,,,,,,,Necessity: External,,,,,,,,,,,,
,,2123,(NP-Dat) надлежит VP-Inf,(NP-Dat) надлежит VP-Inf,Комитету сразу надлежит внести оплату услуг.,,,,,,,,,,,,,,,Root modality,Necessity: External,,,,,,,,,Formal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necessity: External,,,,,,,,,,,,
,,2124,(NP-Dat) положено/полагается VP-Inf,(NP-Dat) положено/полагается VP-Inf,Вам положено сидеть дома.,,,,,,,,,,,,,,,Root modality,Necessity: External,,,,,,,,,Formal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necessity: External,,,,,,,,,,,,
,,2125,NP-Nom Cop вынужденный-Short VP-Inf,NP-Nom Cop вынужденный-Short VP-Inf,Я был вынужден подчиниться.,,,,,,,,,,,,,,,Root modality,Necessity: External,Attitude,Dissatisfaction,,,,,,,NA,,,,,,,,,,,Dissatisfaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necessity: External,,,,,,,,,,,,
,,2126,NP-Dat иметь смысл VP-Inf,NP-Dat иметь смысл VP-Inf,Вам имеет смысл обратиться к специалистам.,,,,,,,,,,,,,,,Causation,Indirect,Root modality,Necessity: External,,,,,,,NA,,,,,,,,,,,,,,Indirect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necessity: External,,,,,,,,,,,,
,,2127,NP-Nom обязываться VP-Inf,обязываться VP-Inf,Банк обязуется оплачивать услуги в срок.,,,,,,,,,,,,,,,Root modality,Necessity: External,,,,,,,,,Formal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necessity: External,,,,,,,,,,,,
,,2128,"бьюсь об заклад, что Cl","бьюсь об заклад, что Cl","Бьюсь об заклад, что вы проиграете.",,,,,,,,,,,,,,,Epistemic modality,High degree of certainty,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,High degree of certainty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2129,"готов поспорить, что Cl","готов поспорить, что Cl","Готов поспорить, что нас обманывают.",,,,,,,,,,,,,,,Epistemic modality,High degree of certainty,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,High degree of certainty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2130,"зуб даю, что Cl","зуб даю, что Cl","Зуб даю, что никто в комнату не заходил.",,,,,,,,,,,,,,,Epistemic modality,High degree of certainty,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,High degree of certainty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2131,"вероятно/по всей вероятности, Cl","вероятно/по всей вероятности, Cl","Вероятно, я забыл тетрадь дома.",,,,,,,,,,,,,,,Epistemic modality,High degree of certainty,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,High degree of certainty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2132,"ясное дело Cop, Cl","ясное дело Cop, Cl","А он, ясное дело, не приедет.",,,,,,,,,,,,,,,Epistemic modality,High degree of certainty,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,High degree of certainty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2133,"конечно (же), Cl","конечно (же), Cl","Исторические ошибки, конечно, присутствуют, а как же без них?",,,,,,,,,,,,,,,Epistemic modality,High degree of certainty,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,High degree of certainty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2134,"по (всей) видимости/по-видимому, Cl","по (всей) видимости/по-видимому, Cl","По всей видимости, своего шанса он не упустит.",,,,,,,,,,,,,,,Epistemic modality,High degree of certainty,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,High degree of certainty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2135,"спору/спора нет, Cl","спору/спора нет, Cl","Спора нет, команда получилась очень хорошая.",,,,,,,,,,,,,,,Epistemic modality,High degree of certainty,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,High degree of certainty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2136,"судя по всему, Cl","судя по всему, Cl","Судя по всему, эта идея станет одной из центральных.",,,,,,,,,,,,,,,Epistemic modality,High degree of certainty,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,High degree of certainty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2137,ясно Cop одно: Cl ,ясно Cop одно: Cl ,Ясно одно: такая одежда дороже.,,,,,,,,,,,,,,,Epistemic modality,High degree of certainty,Discourse structure,Summary,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,Summary,High degree of certainty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2138,"ясен перец/пень, (что) Cl","ясен перец/пень, (что) Cl","Ясен перец, ничего хорошего нас не ждёт.",,,,,,,,,,,,,,,Epistemic modality,High degree of certainty,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,High degree of certainty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2139,"наверное, Cl","наверное, Cl","Наверное, он сегодня уже не придёт.",,,,,,,,,,,,,,,Epistemic modality,High degree of certainty,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,High degree of certainty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2140,наверняка VP,наверняка VP,Он наверняка не придёт.,,,,,,,,,,,,,,,Epistemic modality,High degree of certainty,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,High degree of certainty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2141,"(NP-Dat) кажется/казалось, (что) Cl","(NP-Dat) кажется/казалось, (что) Cl","Мне кажется, что мы с вами встречались раньше.",,,,,,,,,,,,,,,Epistemic modality,Low degree of certainty,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,Low degree of certainty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2142,"может/могло оказаться/статься, (что) Cl","может/могло оказаться/статься, (что) Cl","Может статься, ему повезёт.",,,,,,,,,,,,,,,Epistemic modality,Low degree of certainty,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,Low degree of certainty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2143,И вот ещё что (Adv/VP): Cl,И вот ещё что (Adv/VP): Cl,И вот ещё что: я к Маше не поеду.,,,,,,,,,,,Clause,,Clause,,Discourse structure,Discourse additive,,,,,,,,Assertive,Colloquial,,,,,,,,,,,,,,,,,,,,,,,Discourse additive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2144,"Cl, (а) XP – (вот) это да!","Cl, (а) XP – (вот) это да!","Забудь о грузовиках! Это такая чепуха, а вот лесной контракт – это да!",,,,,,,,,,,Clause,,Clause,,Discourse structure,Emphasis,Comparison ,Contrast,,,,,,Assertive,Colloquial,,,,,,,,,,,,,,,,,Contrast,,,,,,Emphasis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2145,хотя бы/хоть (бы) XP (если уж Cl),хотя бы/хоть (бы) XP (если уж Cl),"Приезжай хотя бы на недельку, если уж больше не получается.",,,,,,,,,,,,,,,Concession,At least,Condition,,,,,,,,NA,,,,,,,,,,,,,,,,,,Unspecified,At least,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2146,"добро бы Cl, но Cl!","добро бы Cl, но Cl!","И что она пытается всем понравиться, добро бы ещё была красивая!",,,,,,,,,,,,,,,Comparison,Contrast,Concession,,,,,,,,Obsolete,,,,,,,,,,,,,,,,,Contrast,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2147,"Независимо от NP-Gen, Cl","Независимо от NP-Gen, Cl","Независимо от решения министров, закон будет принят.",,,,,,,,,,,,,Clause ,,Concession ,,,,,,,,,Assertive ,NA,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2148,"При весь-Loc NP-Loc (к PronPers-Dat), Cl","При весь-Loc NP-Loc (к Pron-Dat), Cl","При всём уважении к Вам, профессор, я не могу с Вами согласиться.",,,,,,,,,,,,,Biclausal,,Concession,,,,,,,,,Assertive ,Formal,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2149,"неровён час, Cl","неровён час, Cl","Неровён час, придет охранник.",,,,,,,,,,,,,,,Apprehension,Apprehensive,,,,,,,,,Obsolete,,,,,,,,,Apprehensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2150,"VP, (а) вдруг VP-Fut","VP, (а) вдруг VP-Fut","Возьми зонтик, вдруг пойдет дождь.",,,,,,,,,,,,,,,Apprehension,"Apprehensive, Preventive",,,,,,,,,NA,,,,,,,,,"Apprehensive, Preventive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2151,не дай Бог/Боже VP-Pfv.Fut,не дай Бог/Боже VP-Fut.Perf,Не дай Бог он уйдёт из дома!,,,,,,,,,,,,,,,Apprehension,Apprehensive,,,,,,,,,Colloquial,,,,,,,,,Apprehensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2152,не дай Бог/Боже (NP-Dat) VP-Pfv.Inf,не дай Бог/Боже (NP-Dat) VP-Inf.Perf,Не дай Бог мне забыть пароль к почте!,,,,,,,,,,,,,,,Apprehension,Apprehensive,,,,,,,,,Colloquial,,,,,,,,,Apprehensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2153,"не дай Бог/Боже, чтобы Cl","не дай Бог/Боже, чтобы Cl","Не дай Бог, чтобы пришлось переезжать!",,,,,,,,,,,,,,,Apprehension,Apprehensive,,,,,,,,,Colloquial,,,,,,,,,Apprehensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2154,NP-Nom рисковать VP-Inf,NP-Nom рисковать VP-Inf,Вы рискуете остаться без работы!,,,,,,,,,,,,,,,Apprehension,Apprehensive,,,,,,,,,NA,,,,,,,,,Apprehensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2155,не VP-Pfv.Inf бы (NP-Dat)!,не VP-Inf.Perf бы (NP-Dat)!,Не опоздать бы к обеду!,,,,,,,,,,,,,,,Apprehension,Apprehensive,Volition,,,,,,,,NA,,,,,,,,,Apprehensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified
,,2156,не VP-Pfv.Pst бы (NP-Nom)!,не VP-Past.Perf бы (NP-Nom)!,Не опоздал бы он!,,,,,,,,,,,,,,,Apprehension,Apprehensive,Volition,,,,,,,,NA,,,,,,,,,Apprehensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified
,,2157,только/лишь/хоть бы VP-Pfv.Pst,только/лишь/хоть бы VP-Past.Perf,Tолько бы они оставили меня в покое.,,,,,,,,,,,Biclausal,,Conj,,Volition,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified
,,2158,VP на славу,VP на славу,Праздник удался на славу.,,,,,,,,,,,Adv,,,,Assessment,Positive,,,,,,,,,NA,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2159,"NP-Nom Cop хороший-Short/плохой-Short тем, что Adj/Cl","NP-Nom Cop хороший-Short/плохой-Short тем, что Adj/Cl","Чай хорош тем, что крепок.",,,,,,,,,,,Clause,,,,Assessment,Positive; Negative,,,,,,,,,NA,,,,,,,,,,"Positive, Negative",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2160,NP-Nom Cop  хороший-Short/плохой-Short NP-Ins,NP-Nom Cop хороший-Short/плохой-Short NP-Ins,Эти места хороши своими лесами.,,,,,,,,,,,Clause,,,,Assessment,Positive; Negative,,,,,,,,,NA,,,,,,,,,,"Positive, Negative",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2161,NP-Nom Cop хороший-Short собой,NP-Nom Cop хороший-Short собой,Миша был удивительно хорош собой.,,,,,,,,,,,,,,,Assessment,Positive,,,,,,,,,NA,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2162,"увы, Cl!","увы, Cl!","Увы, концерт отменили.",,,,,,,,,,,,,,,Attitude,Regret,,,,,,,,,Colloquial,,,,,,,,,,,Regret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2163,"о-го-го, какой Adj-Nom (NP-Nom) Cop!","о-го-го, какой Adj-Nom (NP-Nom) Cop!","O-го-го, какой серьёзный!",,,,,,,,,,,,,,,Assessment,Positive; Negative,,,,,,,,,Colloquial,,,,,,,,,,"Positive, Negative",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2164,"фу, какой NP-Nom Cop!","фу, какой NP-Nom!","Фу, какая гадость!",,,,,,,,,,,,,,,Assessment,Negative,,,,,,,,,Colloquial,,,,,,,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2165,(можно) с ума сойти какой Adj,(можно) с ума сойти какой Adj,Сумка у нее с ума сойти какая дорогая!,,,,,,,,,,,,,,,Assessment,Positive; negative,Degree of intensity,Booster,,,,,,,Colloquial,,,,,,,,,,"Positive, Negative",,,,,,,,,,,,Booster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2166,NP-Dat NP-Nom не светит,NP-Dat NP-Nom не светит,Ему это не светит.,,,,,,,,,,,,,,,Timeline,Future,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Future,,
,,2167,(NP-Dat) NP-Nom (не) катить,(NP-Dat) NP-Nom (не) катить,Мне такой аргумент не катит.,,,,,,,,,,,,,,,Assessment,Positive; Negative,,,,,,,,,Colloquial,,,,,,,,,,"Positive, Negative",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2168,(с NP-Ins) NP-Nom/VP-Inf (не) прокатить,(с NP-Ins) NP-Nom/VP-Inf (не) прокатить,"Думаю, с администрацией так вести себя не прокатит.",,,,,,,,,,,,,,,Assessment,Positive; Negative,Result,subtype Result,,,,,,,Colloquial,,,,,,,,,,"Positive, Negative",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,
,,2169,NP-Nom разбираться в NP-Loc,NP-Nom разбираться в NP-Loc,Он хорошо разбирается в машинах.,,,,,,,,,,,,,,,Assessment,Positive,,,,,,,,,NA,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
